"","Restaurant","Product_Name","Price","User-Rating","No-Ratings","Address","Feature1","Feature2","Feature3","Feature4","Feature5","City","ProperAddress","Location","RestaurantLatitude","RestaurantLongitude","CenterLatitude","CenterLongitude","distance","size"
"189","Pizza Hut Miskolc Pláza","Margarita serpenyõs pizza (27cm)","2090",4.6,174,"Szentpáli utca 4","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Miskolc","Miskolc Szentpáli utca 4","Szentpáli utca, Vörösmarty-városrész, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.1025839,20.7891051,48.1031503,20.7901985,"0.10294529179100084 km","27"
"190","Pizza King Belváros","Margaréta pizza (40cm)","1350",3.9,1480,"István utca 26","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Budapest","Budapest István utca 26","26, István utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5054783,19.0828797,47.4983815,19.0404707,"3.291110347276609 km","40"
"191","Pizza King Belváros","Margaréta pizza (24cm)","690",3.9,1480,"István utca 26","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Budapest","Budapest István utca 26","26, István utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5054783,19.0828797,47.4983815,19.0404707,"3.291110347276609 km","24"
"192","Pizza King Belváros","Margaréta pizza (32cm)","790",3.9,1480,"István utca 26","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Budapest","Budapest István utca 26","26, István utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5054783,19.0828797,47.4983815,19.0404707,"3.291110347276609 km","32"
"193","Pizza Király Szeged","Margaréta pizza (32cm)","2030",4.7,34,"Fõ fasor 69/A","Magyaros","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged Fõ fasor 69/A","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","32"
"194","Pizza Király Szeged","Margaréta pizza (60cm)","4580",4.7,34,"Fõ fasor 69/A","Magyaros","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged Fõ fasor 69/A","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","60"
"195","Pizza Király Szeged","Margaréta pizza (20cm)","1020",4.7,34,"Fõ fasor 69/A","Magyaros","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged Fõ fasor 69/A","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","20"
"196","Pizza Király Szeged","Margaréta pizza (28cm)","1730",4.7,34,"Fõ fasor 69/A","Magyaros","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged Fõ fasor 69/A","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","28"
"197","Pizza Love","Margaréta pizza (32cm)","1500",4.8,128,"József Attila sugárút 128","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged József Attila sugárút 128","József Attila sugárút, Gedó, Tarján, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.275626,20.1653387,46.2546312,20.1486016,"2.6666609900988623 km","32"
"198","Pizza Love","Margaréta calzone pizza","1500",4.8,128,"József Attila sugárút 128","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged József Attila sugárút 128","József Attila sugárút, Gedó, Tarján, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.275626,20.1653387,46.2546312,20.1486016,"2.6666609900988623 km",""
"199","Pizza Love","Margaréta szív alakú pizza","1500",4.8,128,"József Attila sugárút 128","Olasz","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,"Szeged","Szeged József Attila sugárút 128","József Attila sugárút, Gedó, Tarján, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.275626,20.1653387,46.2546312,20.1486016,"2.6666609900988623 km",""
"200","Pizza Me Dohány utca","Pizza Me Margherita kosár","2290",4.5,21,"Erzsébet körút 14","Olasz","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Erzsébet körút 14","14, Erzsébet körút, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1073, Magyarország",47.4989237,19.0696608,47.4983815,19.0404707,"2.200168505266083 km",""
"201","Pizza Me Dohány utca","Pizza Margherita (32cm)","2290",4.5,21,"Erzsébet körút 14","Olasz","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Erzsébet körút 14","14, Erzsébet körút, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1073, Magyarország",47.4989237,19.0696608,47.4983815,19.0404707,"2.200168505266083 km","32"
"202","Pizza Mobil","Margaréta pizza (52cm)","3010",4.7,365,"Zamenhof utca 1","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Zamenhof utca 1","Zamenhof utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101559,20.7987922,48.1031503,20.7901985,"0.6640458852506663 km","52"
"203","Pizza Mobil","Margaréta pizza (28cm)","1240",4.7,365,"Zamenhof utca 1","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Zamenhof utca 1","Zamenhof utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101559,20.7987922,48.1031503,20.7901985,"0.6640458852506663 km","28"
"204","Pizza Monkey Budapest","Gluténmentes vegán Margaréta pizza (32cm)","3080",4.3,197,"Kármán utca 3","Magyaros","Hamburger","Saláta","Vegán","Grill","Budapest","Budapest Kármán utca 3","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","32"
"205","Pizza Monkey Budapest","Szénhidrátcsökkentett Margaréta pizza (32cm)","2280",4.3,197,"Kármán utca 3","Magyaros","Hamburger","Saláta","Vegán","Grill","Budapest","Budapest Kármán utca 3","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","32"
"206","Pizza Monkey Budapest","Margaréta pizza (45cm)","3990",4.3,197,"Kármán utca 3","Magyaros","Hamburger","Saláta","Vegán","Grill","Budapest","Budapest Kármán utca 3","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","45"
"207","Pizza Monkey Budapest","Margaréta vegán pizza (32cm)","2180",4.3,197,"Kármán utca 3","Magyaros","Hamburger","Saláta","Vegán","Grill","Budapest","Budapest Kármán utca 3","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","32"
"208","Pizza Monkey Budapest","Gluténmentes Margaréta pizza (32cm)","2480",4.3,197,"Kármán utca 3","Magyaros","Hamburger","Saláta","Vegán","Grill","Budapest","Budapest Kármán utca 3","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","32"
"209","Pizza Monkey Budapest","Margaréta pizza (32cm)","1880",4.3,197,"Kármán utca 3","Magyaros","Hamburger","Saláta","Vegán","Grill","Budapest","Budapest Kármán utca 3","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","32"
"210","Pizza Napoli","Margherita pizza (26cm)","1190",4.5,105,"Kassai utca 55","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Kassai utca 55","Kassai utca, Szentpéteri kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3526, Magyarország",48.1148604,20.7931574,48.1031503,20.7901985,"1.3205868149407036 km","26"
"211","Pizza Napoli","Margherita pizza (50cm)","3490",4.5,105,"Kassai utca 55","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Kassai utca 55","Kassai utca, Szentpéteri kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3526, Magyarország",48.1148604,20.7931574,48.1031503,20.7901985,"1.3205868149407036 km","50"
"212","Pizza Napoli","Margherita pizza (32cm)","1450",4.5,105,"Kassai utca 55","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Kassai utca 55","Kassai utca, Szentpéteri kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3526, Magyarország",48.1148604,20.7931574,48.1031503,20.7901985,"1.3205868149407036 km","32"
"213","Pizza Piccante","Margherita pizza (32cm)","1390",4.5,7,"Csapó utca 95","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Debrecen","Debrecen Csapó utca 95","Csapó utca, Burgundia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5369239,21.6375522,47.531399,21.6259782,"1.0661920553032118 km","32"
"214","Pizza Piccante","Margherita pizza (45cm)","2750",4.5,7,"Csapó utca 95","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Debrecen","Debrecen Csapó utca 95","Csapó utca, Burgundia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5369239,21.6375522,47.531399,21.6259782,"1.0661920553032118 km","45"
"215","Pizza Zone Pécs","Margaréta pizza (32cm)","1350",4.1,23,"Szabadság utca 26","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Szabadság utca 26","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","32"
"216","Pizza Zone Pécs","Margaréta pizza (45cm)","2350",4.1,23,"Szabadság utca 26","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Szabadság utca 26","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","45"
"217","Pizza Zone Pécs","Margaréta pizza (60cm)","3350",4.1,23,"Szabadság utca 26","Pizza","Készpénzes fizetés","SZÉP kártyás fizetés",NA,NA,"Pécs","Pécs Szabadság utca 26","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","60"
"218","Pizzafaló Szeged","Margherita pizza (32cm)","2070",4.4,67,"Vedres utca 14","Cukrászda","Hamburger","Olasz","Pizza","Készpénzes fizetés","Szeged","Szeged Vedres utca 14","Vedres Utcai Óvoda és bölcsõde, 14, Vedres utca, Odessza, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.245335,20.1565362535621,46.2546312,20.1486016,"1.2008984374195895 km","32"
"219","Pizzaguru","Margherita pizza (18cm)","775",4.8,228,"Oskola utca 8","Saláta","Tészta","Leves","Pizza","Saláta","Szeged","Szeged Oskola utca 8","8, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2506036,20.1499995,46.2546312,20.1486016,"0.4604867968608079 km","18"
"220","Pizzaguru","Margherita pizza (50cm)","4025",4.8,228,"Oskola utca 8","Saláta","Tészta","Leves","Pizza","Saláta","Szeged","Szeged Oskola utca 8","8, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2506036,20.1499995,46.2546312,20.1486016,"0.4604867968608079 km","50"
"221","Pizzaguru","Margherita pizza (28cm)","1470",4.8,228,"Oskola utca 8","Saláta","Tészta","Leves","Pizza","Saláta","Szeged","Szeged Oskola utca 8","8, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2506036,20.1499995,46.2546312,20.1486016,"0.4604867968608079 km","28"
"222","Pizzamonster","Margaréta pizza (32cm)","1770",4.7,541,"Sárosi utca 2","Amerikai","Hamburger","Olasz","Pizza","Készpénzes fizetés","Szeged","Szeged Sárosi utca 2","Diófa Sörözõ, 2, Sárosi utca, Gedó, Északi városrész, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6724, Magyarország",46.2692854,20.1502093,46.2546312,20.1486016,"1.6336176515180132 km","32"
"223","Pizzamonster","Margaréta pizza (52cm)","3970",4.7,541,"Sárosi utca 2","Amerikai","Hamburger","Olasz","Pizza","Készpénzes fizetés","Szeged","Szeged Sárosi utca 2","Diófa Sörözõ, 2, Sárosi utca, Gedó, Északi városrész, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6724, Magyarország",46.2692854,20.1502093,46.2546312,20.1486016,"1.6336176515180132 km","52"
"224","Pizzamonster","Margaréta pizza (Vékony tésztás)(32cm)","1770",4.7,541,"Sárosi utca 2","Amerikai","Hamburger","Olasz","Pizza","Készpénzes fizetés","Szeged","Szeged Sárosi utca 2","Diófa Sörözõ, 2, Sárosi utca, Gedó, Északi városrész, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6724, Magyarország",46.2692854,20.1502093,46.2546312,20.1486016,"1.6336176515180132 km","32"
"225","Póker Pizza Pécs","Margaréta pizza (45cm)","2230",4.8,159,"Megyeri út 64","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Pécs","Pécs Megyeri út 64","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","45"
"226","Póker Pizza Pécs","Margaréta pizza (26cm)","1220",4.8,159,"Megyeri út 64","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Pécs","Pécs Megyeri út 64","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","26"
"227","Póker Pizza Pécs","Margaréta pizza (32cm)","1320",4.8,159,"Megyeri út 64","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Pécs","Pécs Megyeri út 64","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","32"
"228","Póker Pizza Pécs","Margaréta pizza (55cm)","3310",4.8,159,"Megyeri út 64","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Pécs","Pécs Megyeri út 64","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","55"
"229","Pomodoro Pizza","Margherita pizza (50cm)","2895",4.3,173,"Simonffy utca 1","Pizza","Készpénzes fizetés",NA,NA,NA,"Debrecen","Debrecen Simonffy utca 1","Simonffy utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5284937,21.6207329,47.531399,21.6259782,"0.5102387575713235 km","50"
"230","Pomodoro Pizza","Margherita pizza (33cm)","1895",4.3,173,"Simonffy utca 1","Pizza","Készpénzes fizetés",NA,NA,NA,"Debrecen","Debrecen Simonffy utca 1","Simonffy utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5284937,21.6207329,47.531399,21.6259782,"0.5102387575713235 km","33"
"231","Ponte Pizza and Restaurant","Margherita pizza (32cm)","1890",4.7,1195,"Nefelejcs utca 14","Magyaros","Olasz","Pizza","Algida","Készpénzes fizetés","Budapest","Budapest Nefelejcs utca 14","14, Nefelejcs utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5024945,19.0821633,47.4983815,19.0404707,"3.1743531920318246 km","32"
"232","Pop Art Café","Margharita pizza (32cm)","1150",4.7,157,"Bihari utca 2","Pizza","Hamburger","Magyaros","Készpénzes fizetés",NA,"Debrecen","Debrecen Bihari utca 2","Bihari utca, Bozzaytelep, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5177664,21.6633209,47.531399,21.6259782,"3.1946643851415457 km","32"
"233","Pörkölõ extra","Pörkölõ margaritája pizza (32cm)","1990",4.3,109,"Üllõi út 121","Pizza","Reggelizõhely","Magyaros","Reggelizõhely","Készpénzes fizetés","Budapest","Budapest Üllõi út 121","Nagyvárad Gyógyszertár, 121, Üllõi út, Középsõ-Ferencváros, Budapest, Közép-Magyarország, 1091, Magyarország",47.4791363,19.0883315,47.4983815,19.0404707,"4.193694969751101 km","32"
"234","Príma Pizza","Margherita (50 cm)","3887",4.8,139,"Ady Endre utca 9","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Ady Endre utca 9","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","50"
"235","Príma Pizza","Margherita pizza (32cm)","1350",4.8,139,"Ady Endre utca 9","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Ady Endre utca 9","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","32"
"236","Príma Pizza","Margherita (25 cm)","990",4.8,139,"Ady Endre utca 9","Pizza","Készpénzes fizetés",NA,NA,NA,"Miskolc","Miskolc Ady Endre utca 9","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","25"
"237","Princess Bakery & Bistro","Margherita pizza (32cm)","2190",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"238","Princess Bakery & Bistro","Margherita pizza (nem elkészített) (32cm)","2190",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"239","Princess Bakery & Bistro","Olívás margarita pizza (32cm)","2190",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"240","Princess Bakery & Bistro","Olívás margarita pizza (T) (32cm)","2390",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"241","Princess Bakery & Bistro","Teljes kiõrlésû Margherita pizza (nem elkészített) (32cm)","2390",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"242","Princess Bakery & Bistro","Teljes kiõrlésû Olívás margherita pizza (nem elkészített) (32cm)","2390",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"243","Princess Bakery & Bistro","Olívás margherita pizza (nem elkészített) (32cm)","2190",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"244","Princess Bakery & Bistro","Margherita pizza (T) (32cm)","2390",3.6,3,"Kossuth Lajos tér 1","Pékség","Pizza","NetPincér GO","Érintkezésmentes kiszállítás",NA,"Budapest","Budapest Kossuth Lajos tér 1","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","32"
"245","Ragazzi Pizza & Burger","Margarita pizza (26 cm)","1290",4,144,"Lajos utca 98","Hamburger","Pizza","Készpénzes fizetés",NA,NA,"Budapest","Budapest Lajos utca 98","Vidocq Étterem, 98, Lajos utca, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1036, Magyarország",47.5330609,19.0407838,47.4983815,19.0404707,"3.855758852990389 km","26"
"246","Ragazzi Pizza & Burger","Margarita calzone pizza (32 cm)","1990",4,144,"Lajos utca 98","Hamburger","Pizza","Készpénzes fizetés",NA,NA,"Budapest","Budapest Lajos utca 98","Vidocq Étterem, 98, Lajos utca, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1036, Magyarország",47.5330609,19.0407838,47.4983815,19.0404707,"3.855758852990389 km","32"
"247","Ragazzi Pizza & Burger","Margarita pizza (36cm)","1990",4,144,"Lajos utca 98","Hamburger","Pizza","Készpénzes fizetés",NA,NA,"Budapest","Budapest Lajos utca 98","Vidocq Étterem, 98, Lajos utca, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1036, Magyarország",47.5330609,19.0407838,47.4983815,19.0404707,"3.855758852990389 km","36"
"248","Ragazzi Pizza & Burger","Margarita pizza (32 cm)","1590",4,144,"Lajos utca 98","Hamburger","Pizza","Készpénzes fizetés",NA,NA,"Budapest","Budapest Lajos utca 98","Vidocq Étterem, 98, Lajos utca, Óbuda, III. kerület, Budapest, Közép-Magyarország, 1036, Magyarország",47.5330609,19.0407838,47.4983815,19.0404707,"3.855758852990389 km","32"
"249","Replay Café & Restaurant","Margherita pizza (32cm)","1790",4.6,45,"Király utca 4","Pizza","Olasz","Nemzetközi","Mexikói","Hamburger","Pécs","Pécs Király utca 4","4, Király utca, Zidina, Belváros, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7621, Magyarország",46.0761579,18.2291534,46.0763222,18.2280746,"0.08542742373811299 km","32"
"250","Rokfort Étterem","Margherita pizza (30cm)","1800",5,2,"Szalay utca 3","Magyaros","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás","Budapest","Budapest Szalay utca 3","3, Szalay utca, Lipótváros, V. kerület, Budapest, Közép-Magyarország, 1055, Magyarország",47.5084347,19.0492162,47.4983815,19.0404707,"1.2974654826668568 km","30"
"251","Rossita","01. Margherita pizza (25 cm)","1150",4.8,626,"Meggyesalja u. 18","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Meggyesalja u. 18","Rossita kisvendéglõ, 18, Meggyesalja utca, Muszkástelep, Vologda, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101483,20.772383,48.1031503,20.7901985,"1.3397460029948483 km","25"
"252","Rossita","01. Margherita pizza (32cm)","1350",4.8,626,"Meggyesalja u. 18","Olasz","Pizza","Készpénzes fizetés",NA,NA,"Miskolc","Miskolc Meggyesalja u. 18","Rossita kisvendéglõ, 18, Meggyesalja utca, Muszkástelep, Vologda, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101483,20.772383,48.1031503,20.7901985,"1.3397460029948483 km","32"
"253","Rudi & Fickó","Margherita pizza (32 cm)","2190",4.8,26,"Oroszlán utca 4","Pizza","NetPincér GO","SZÉP kártyás fizetés","Érintkezésmentes kiszállítás",NA,"Szeged","Szeged Oroszlán utca 4","4, Oroszlán utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2511052,20.1492005,46.2546312,20.1486016,"0.3946482834349456 km","32"
